								
Playlist download for:

Station: KALX
DJ: Kendra Levine
Number of entries: 9999999
Fields are comma delimited, in the following header order:

playid,show,playtype,genre,timestamp,artist,title,albumtitle,label,prepost,programtype,iswebcast,isrequest
13915323,Kendra K,,,02-03-2015 @ 19:23:00,J.P. Richardson,Chantilly Lace,Hello Baby! The Best of the Big Bopper,Rhino Records,,live,y,
13915283,Kendra K,,,02-03-2015 @ 19:18:00,Eddie Cochran,Three Stars,The Box Set,Liberty,,live,y,
13915269,Kendra K,,,02-03-2015 @ 19:14:00,Waylon Jennings,Old Friend,Are You Ready For The Country,RCA,,live,y,
13915244,Kendra K,,,02-03-2015 @ 19:12:00,Bobby Vee,Take Good Care Of My Baby,The Very Best of Bobby Vee,United Artists,,live,y,
13915226,Kendra K,,,02-03-2015 @ 19:10:00,Buddy Holly,Love Is Strange,Apartment Demos,bootleg,,live,y,
13915225,Kendra K,,,02-03-2015 @ 19:07:00,Smugglers,Buddy Holly Convention,Buddy Holly Convention,Lookout,,live,y,
13915208,Kendra K,,,02-03-2015 @ 19:04:00,Weezer,Buddy Holly,Weezer,David Geffen Corp,,live,y,
13915299,Kendra K,,,02-03-2015 @ 19:00:00,Gary Busey,Rave On,The Buddy Holly Story,Epic,,live,y,
13915164,Kendra K,,,02-03-2015 @ 18:59:00,George Jones,White Lightning,Country Hit Maker,Ambassador,,live,y,
13915155,Kendra K,Compilation,,02-03-2015 @ 18:57:00,Cee Lo Green,(You're So Square) Baby, I Don't Care,Rave On Buddy Holly,Fantasy,,live,y,
13915134,Kendra K,,,02-03-2015 @ 18:52:00,Ritchie Valens,La Bamba (Latino Power Mix),La Bamba 87,Del-Fi,,live,y,
13915108,Kendra K,,,02-03-2015 @ 18:50:00,Crickets,You've Got Love,The &quot;Chirping&quot; Crickets,Brunswick,,live,y,
13915091,Kendra K,Compilation,,02-03-2015 @ 18:48:00,Ted &amp; The Tall Tops,Take Your Time,Everyday is a Holly Day,Emergo,,live,y,
13915072,Kendra K,Compilation,,02-03-2015 @ 18:45:00,Tommy Dee,Three Stars,Hard to Find 45 on CD Volume 4: The Late Fifties,Eric Records,,live,y,
13915038,Kendra K,,,02-03-2015 @ 18:40:00,J.P. Richardson,Little Red Riding Hood,Hello Baby! The Best of the Big Bopper,Rhino Records,,live,y,
13915028,Kendra K,,,02-03-2015 @ 18:37:00,Ritchie Valens,Dooby Dooby Wah Wah,Lost Tapes,Ace Records,,live,y,
13915020,Kendra K,,,02-03-2015 @ 18:36:00,Buddy Holly,Crying, Waiting, Hoping,Apartment Demos,bootleg,,live,y,
13915019,Kendra K,Compilation,,02-03-2015 @ 18:34:00,Nick Lowe,Changing all those Changes,Rave On Buddy Holly,Fantasy,,live,y,
13914992,Kendra K,,,02-03-2015 @ 18:30:00,Dave Edmunds,You'll Never Get Me Up (In One Of Those),Twangin...,Swan Song,,live,y,
13914922,Kendra K,,,02-03-2015 @ 18:23:00,Bobby Vee,Donna,Rarities,EMI,,live,y,
13914921,Kendra K,,,02-03-2015 @ 18:21:00,Ritchie Valens,Little Girl,The Very Best of Ritchie Valens,Delfi,,live,y,
13914901,Kendra K,,,02-03-2015 @ 18:19:00,J.P. Richardson,Big Bopper's Wedding,Hello Baby! The Best of the Big Bopper,Rhino Records,,live,y,
13914882,Kendra K,,,02-03-2015 @ 18:17:00,Buddy Holly,Bo Diddley,A Rock and Roll Collection,MCA,,live,y,
13914837,Kendra K,,,02-03-2015 @ 18:08:00,Don McLean,American Pie,Amerian Pie,Liberty,,live,y,
13914810,Kendra K,,,02-03-2015 @ 18:00:00,Brady Bunch,American Pie,Greatest Hits,Arista,,live,y,
13862861,Kendra K,Feature,,01-27-2015 @ 23:56:00,Cool Ghouls,The Mile,A Swirling Fire,Empty Cellar,,live,y,
13862835,Kendra K,Feature,,01-27-2015 @ 23:53:00,Lord Raja,Darwin,A Constant Moth,Ghostly International,,live,y,
13862814,Kendra K,,,01-27-2015 @ 23:49:00,No Bird Sing,Don't Think (feat. Sage Francis),Definition Sickness,Strange Famous,,live,y,
13862791,Kendra K,,,01-27-2015 @ 23:45:00,Dee Dee Warwick,Who Will The Next Fool Be,Turning Around,Atco,,live,y,
13862763,Kendra K,Feature,,01-27-2015 @ 23:38:00,Jerry Lee Lewis,Sick and Tired,Rock &amp; Roll Time,Vanguard,,live,y,
13862749,Kendra K,,,01-27-2015 @ 23:36:00,Roy Orbison,Pretty Woman,The Very Best of Roy Orbison,Monument,,live,y,
13862738,Kendra K,,,01-27-2015 @ 23:34:00,Richie Valens,Ooh, My Head,The Best of Richie Valens,Del-Fi,,live,y,
13862732,Kendra K,Compilation,,01-27-2015 @ 23:31:00,Dave Edmunds,London's A Lonely Town,Pebbles vol. 4,AIP,,live,y,
13862709,Kendra K,Feature,,01-27-2015 @ 23:29:00,Girlpool,Jane,S/T,Witchita,,live,y,
13862701,Kendra K,,,01-27-2015 @ 23:26:00,Shannon and the Clams,Baby Don't Do It,Sleep Talk,1-2-3-4 Go!,,live,y,
13862690,Kendra K,Feature Compilation,,01-27-2015 @ 23:23:00,Barbara Chandler,Fools Errand,Girls On 45 Vol. 3,Teensville,,live,y,
13862649,Kendra K,,,01-27-2015 @ 23:18:00,Honeycombs,Colourslide,S/T,PRT,,live,y,
13862639,Kendra K,Compilation,,01-27-2015 @ 23:15:00,Kenny Hollywood,Magic Star,Portrait of a Genius: The RGM Legacy,Castle,,live,y,
13862637,Kendra K,,,01-27-2015 @ 23:13:00,Acker Bilk,Handsome Gigolo,Mr. Acker Bilk &amp; Bent Fabric Together,Atco,,live,y,y
13862604,Kendra K,Feature,,01-27-2015 @ 23:09:00,Abelardo Barroso,En Guantanamo,Cha Cha Cha,World Circuit,,live,y,
13862591,Kendra K,,,01-27-2015 @ 23:07:00,Pete Fountain,C'est Magnefique,I Love Paris,Coral,,live,y,
13862573,Kendra K,Feature Single,,01-27-2015 @ 23:04:00,Los Disco Duro,Ritmo Pegajoso,Ritmo Pegajoso,Discos Mas,,live,y,
13862530,Kendra K,Feature,,01-27-2015 @ 22:54:00,John Kongos,He's Gonna Step On You Again,Kongos,Esoteric,,live,y,
13862529,Kendra K,,,01-27-2015 @ 22:51:00,Graham Coxon,Mornin Blues,They Sky Is Too High,Transcopic,,live,y,
13862462,Kendra K,Feature,,01-27-2015 @ 22:48:00,Gruff Rhys,Allweddellau Allweddol,American Interior,Turnstile,,live,y,
13862440,Kendra K,,,01-27-2015 @ 22:43:00,Magma,Lihns,Magma Live,Utopia,,live,y,
13862390,Kendra K,,,01-27-2015 @ 22:35:00,Beirut,Postcards from Italy,Gulag Orketrar,Ba Da Bing!,,live,y,y
13862376,Kendra K,,,01-27-2015 @ 22:32:00,Bill Anderson,Walk Out Backwards,Country Style,Vocalion,,live,y,
13862360,Kendra K,,,01-27-2015 @ 22:29:00,Patsy Cline,If I Could See The World (Through The Eyes of a Child),Here's Patsy Cline,MCA,,live,y,
13862352,Kendra K,Feature,,01-27-2015 @ 22:28:00,Vashti Bunyan,The Boy,Heartleap,DiCristina,,live,y,
13862323,Kendra K,,,01-27-2015 @ 22:22:00,Don Covay,Take This Hurt Off Me,Don Covay &amp; The Good Timers,Edsel,,live,y,
13862298,Kendra K,Feature,,01-27-2015 @ 22:18:00,Slimkid3 &amp; DJ Nu-Mark,I Know, Didn't I,S/T,Delicious Vinyl,,live,y,
13862278,Kendra K,Single,,01-27-2015 @ 22:14:00,Tevin Campbell,I Got It Bad,I Got It Bad,Qwest,,live,y,
13862254,Kendra K,Feature,,01-27-2015 @ 22:10:00,Flight Facilities,Crave you feat. Giselle,Down To Earth,Glassnote,,live,y,
13862240,Kendra K,,,01-27-2015 @ 22:06:00,Too $hort,Here We Go (feat. Jay-Z),Can't Stay Away Clean Cuts,Jive,,live,y,
13862204,Kendra K,Feature,,01-27-2015 @ 21:59:00,Theophilus London,Tribe (Feat. Jesse Browning III),Vibes,Warner Brothers,,live,y,
13862169,Kendra K,Feature,,01-27-2015 @ 21:55:00,Doomtree,.38 Airweight,All Hands,Doomtree,,live,y,
13862239,Kendra K,,,01-27-2015 @ 21:52:00,Salt-n-Pepa,Tramp,The Hits Remixed,Next Plateau,,live,y,
13862137,Kendra K,,,01-27-2015 @ 21:49:00,Otis Redding &amp; Carla Thomas,Tramp,Sitting On the Dock of the Bay,Volt,,live,y,
13862120,Kendra K,,,01-27-2015 @ 21:47:00,The Staple Singers,Tramp on the Street,Pray On,Epic,,live,y,y
13862064,Kendra K,Feature,,01-27-2015 @ 21:38:00,Ruby Rae,Spaghetti Western,Voodoo Queen,S/R,,live,y,
13862040,Kendra K,,,01-27-2015 @ 21:35:00,Nitty Gritty Dirt Band,Propinquity,Uncle Charlie &amp; his Dog Teddy,Liberty,,live,y,
13862025,Kendra K,,,01-27-2015 @ 21:33:00,George Jones,She Thinks I Still Care,Hits By George Jones,Musicor Records,,live,y,
13862005,Kendra K,Feature,,01-27-2015 @ 21:30:00,Southpaw Steel 'n' Twang,Feather Weather,Hale's Pleasure Railway,Bafe's Factory,,live,y,
13861998,Kendra K,,,01-27-2015 @ 21:28:00,Glen Campbell,By The Time I Get To Phoenix,By The Time I Get To Phoenix,Capitol,,live,y,
13861907,Kendra K,,,01-27-2015 @ 21:05:00,Isaac Hayes,By The Time I Get To Pheonix,Hot Buttered Soul,Enterprise,,live,y,
13839153,,,,01-24-2015 @ 23:11:00,Clarendon Hills,Clarendon Hills,2001-08-25,KALX Live,,live,y,
13839152,,,,01-24-2015 @ 22:40:00,The Frenchmen,The Frenchmen,2003-11-15,KALX Live,,live,y,
13838796,,,,01-24-2015 @ 22:00:00,Yea-Ming and the Rumours,Yea-Ming and the Rumours,KALX Live!,KALX,,live,y,
13838609,,,,01-24-2015 @ 21:38:00,Blanche Devereaux,on KALX Live!,KALX Live,KALX,,live,y,
13809400,Kendra K,Feature Single,,01-21-2015 @ 08:57:00,Liquid Diamonds,Aw Maw,Aw Maw,Hoac,,live,y,
13809397,Kendra K,Single,,01-21-2015 @ 08:53:00,Curtis Harding,Keep on Shining,Keep on Shining,Burger,,live,y,
13809392,Kendra K,Single,,01-21-2015 @ 08:50:00,Little Carl Carlton,Why Don't They Leave Us Alone,Why Don't They Leave Us Alone,Backbeat Records,,live,y,
13809382,Kendra K,Single,,01-21-2015 @ 08:48:00,Beach Boys,Fun, Fun, Fun,Fun, Fun, Fun,Capitol,,live,y,
13809318,Kendra K,Single,,01-21-2015 @ 08:46:00,Daggermen,No Reason,Introducing the Daggermen,Empire Records,,live,y,
13809317,Kendra K,Single,,01-21-2015 @ 08:43:00,Bats,Money (Gib Mir Liebe),Shake Shake (Slop Slop),Polydor,,live,y,
13809275,Kendra K,Single,,01-21-2015 @ 08:36:00,Rare Breed,Beg, Borrow, And Steal,Beg, Borrow, and Steal,Attack,,live,y,
13809254,Kendra K,,,01-21-2015 @ 08:32:00,Mark Sultan,Oh Summertime,I Wanna Dance With You,Hozac,,live,y,
13809240,Kendra K,Feature Single,,01-21-2015 @ 08:31:00,Electric Eels,Jaguar Ride,Jaguar Ride,Hozac,,live,y,
13809239,Kendra K,Single,,01-21-2015 @ 08:30:00,Terry Malts,Grumpiest Old Men,Insides Ep,Slumberland,,live,y,
13809238,Kendra K,Single,,01-21-2015 @ 08:28:00,Hard Left,Ghost of Princes In Towers,Safety,S/R,,live,y,
13809220,Kendra K,Feature Single,,01-21-2015 @ 08:23:00,Bad Daddies,You Ain't Right,You Ain't Right,Negative Fun Records,,live,y,
13809219,Kendra K,Single,,01-21-2015 @ 08:18:00,Radar Eyes,Positive Feedback,Positive Feedback,Hozac,,live,y,
13809218,Kendra K,Feature Single,,01-21-2015 @ 08:15:00,Male Gaze,Think Twice,Cliffs of Madness,Mt. St. Mtn.,,live,y,
13809217,Kendra K,Single,,01-21-2015 @ 08:12:00,Harry Zimmerman's Band,Beer Barrel Polka,Beer Barrel Polka,Orbit Records,,live,y,
13809126,Kendra K,Single,,01-21-2015 @ 08:10:00,Los Disco Duro,Te Lo Creo,Te Lo Creo,Discos Mas,,live,y,
13809118,Kendra K,Single,,01-21-2015 @ 08:06:00,Trentemoller,Never Stop Running,Never Stop Running,In My Room,,live,y,
13809113,Kendra K,Feature Single,,01-21-2015 @ 08:03:00,Shabazz Palaces,The Palace Slide,The Palace Slide,Sub Pop,,live,y,
13809066,Kendra K,Single,,01-21-2015 @ 07:56:00,Dwight Twilley Band,Shark,Shark,Hozac,,live,y,
13809065,Kendra K,Single,,01-21-2015 @ 07:53:00,Kids on a Crime Spree,We're So Good,We're So Good,S/R,,live,y,
13809064,Kendra K,Feature Single,,01-21-2015 @ 07:50:00,Games,Little Elise,Little Elise,Hozac,,live,y,
13809063,Kendra K,Single,,01-21-2015 @ 07:48:00,Graham Day and the Forefathers,30-60-90,Love Me Lies,State Records,,live,y,
13809062,Kendra K,Single,,01-21-2015 @ 07:45:00,Lords,Poor Boy,Poor Boy,Columbia,,live,y,
13809061,Kendra K,Feature Single,,01-21-2015 @ 07:41:00,Guinea Worms,The Credit Card Slide,Split,Sell You,,live,y,
13808917,Kendra K,Single,,01-21-2015 @ 07:39:00,Hi-Fives,Secret Sodas,Dishwasher Music To Wash Dishes To Vol. 1,Seven-o-Two,,live,y,
13808916,Kendra K,Single,,01-21-2015 @ 07:36:00,Hi-Fives,Son of Raunchy,Julie,Bell Records,,live,y,
13808867,Kendra K,Single,,01-21-2015 @ 07:29:00,Andy Williams,Wrong For Each Other,Madrigal,Columbia,,live,y,
13808866,Kendra K,Single,,01-21-2015 @ 07:26:00,Rodrigo Amarante,Wood and Graphite,James Came By Today,Easy Sound,,live,y,
13808865,Kendra K,Single,,01-21-2015 @ 07:20:00,Vetiver,Hurry On Sundown,Hurry On Sundown,Easy Sound,,live,y,
13808828,Kendra K,Feature Single,,01-21-2015 @ 07:15:00,The Man,I Don't Care,TV On,Hozac,,live,y,
13808824,Kendra K,Single,,01-21-2015 @ 07:12:00,Together Pangea,Snakedog,Snakedog,Harvest,,live,y,
13808817,Kendra K,Single,,01-21-2015 @ 07:10:00,Memories,Wake and Bake at Wakefields,American Summer,Randy,,live,y,
13808810,Kendra K,Single,,01-21-2015 @ 07:08:00,Hollies,Stay,Stay,Parlophone,,live,y,
13808805,Kendra K,Feature Single,,01-21-2015 @ 07:06:00,Steadys,Dancing In My Life,S/T,Dirty Rabbit,,live,y,
13808800,Kendra K,Single,,01-21-2015 @ 07:03:00,Burn Ones,Glass Dream R.I.P.s,Split,Mt. St. Mtn.,,live,y,
13808670,Kendra K,Single,,01-21-2015 @ 06:56:00,Der Deutschen Fussball-Nationalmannschaft,Fussball ist Unser Leben,Fussball Ist Unser Leben,Polydor,,live,y,
13808668,Kendra K,Single,,01-21-2015 @ 06:51:00,Washed Out,Pull You Down,Pull You Down,Sub Pop,,live,y,
13808667,Kendra K,Feature Single,,01-21-2015 @ 06:48:00,Piano Movers,Downtown 2Day,Girlfriend's Lover,Fruits + Flowers,,live,y,
13808666,Kendra K,Single,,01-21-2015 @ 06:47:00,Connie Francis,This Is My Happiest Moment,Looking For Love,MGM Records,,live,y,
13808665,Kendra K,Single,,01-21-2015 @ 06:44:00,Patti Page,One of Us,One Of Us,Mercury,,live,y,
13808543,Kendra K,Single,,01-21-2015 @ 06:37:00,Booker T &amp; The MGs,Time Is Tight,Time Is Tight,Stax,,live,y,
13808542,Kendra K,Feature Single,,01-21-2015 @ 06:32:00,Verma,Ragnaraak,Ragnaraak,Hozac,,live,y,
13808541,Kendra K,Single,,01-21-2015 @ 06:28:00,Factrix / Control Unity,Tables Turned,Tables Turned,Backwards,,live,y,
13808540,Kendra K,Single,,01-21-2015 @ 06:23:00,Radio Shock,Imagine Yourself As Me,Trapper Keeper,Decoherence Records,,live,y,
13808450,Kendra K,Feature Single,,01-21-2015 @ 06:16:00,Bilders,The Utopians R Just Out Boozin',The Utopians,Smartguy,,live,y,
13808404,Kendra K,Feature Single,,01-21-2015 @ 06:13:00,Replica,Beast,Beast EP,Prank,,live,y,n
13808392,Kendra K,Single,,01-21-2015 @ 06:10:00,Unchained Mynds,Going Back to Miami,Going Back to Miami,Buddah Records,,live,y,
13808378,Kendra K,,,01-21-2015 @ 06:07:00,David Bowie,The Gospel According To Tony Day,Laughing Gnome,Deram,,live,y,
13808361,Kendra K,Single,,01-21-2015 @ 06:04:00,Bevel Emboss,City of Amsterdam,I Like Movies,BMRD Entertainment,,live,y,
13654547,Kendra K,,,12-30-2014 @ 23:57:00,Cookie Monster,Me Going to Munch You,Born To Add,Sesame Street,,live,y,
13654537,Kendra K,Feature Compilation,,12-30-2014 @ 23:55:00,Terence Howard with Hi Rhythm Section,Walk Away,Take Me To The River,Stax,,live,y,
13654536,Kendra K,Compilation,,12-30-2014 @ 23:52:00,Tory Dodds,The Earthquake,Hitsville West,Kent,,live,y,
13654512,Kendra K,,,12-30-2014 @ 23:49:00,Honeycombs,She's Too Way Out,S/T,PRT,,live,y,
13654496,Kendra K,Feature,,12-30-2014 @ 23:46:00,Flowers,Comfort,Do What You Want To, It's What You Should Do,Kanine,,live,y,
13654489,Kendra K,Feature,,12-30-2014 @ 23:44:00,Gruff Rhys,Iolo,American Interior,Turnstile,,live,y,
13654454,Kendra K,,,12-30-2014 @ 23:36:00,Temptations,My Girl,Temptations Sing Smokey,Motown,,live,y,
13654453,Kendra K,,,12-30-2014 @ 23:31:00,Frankie Valli &amp; The Four Seasons,Beggin',Beggin',679,,live,y,
13654417,Kendra K,,,12-30-2014 @ 23:26:00,Status Quo,Black Veils of Melancholy,Picturesqye Matchstickable Messages from the Status Quo,Castle Classics,,live,y,
13654401,Kendra K,,,12-30-2014 @ 23:24:00,Time Flys,Teenage is the Stoneage,Fly,Birdman,,live,y,
13654400,Kendra K,,,12-30-2014 @ 23:21:00,Apache,Sugasliding,Boom Town Gems,Birdman,,live,y,
13654354,Kendra K,Compilation,,12-30-2014 @ 23:12:00,Dirty Wurds,Why,Pebbles vol. 5,AIP,,live,y,
13654344,Kendra K,,,12-30-2014 @ 23:09:00,Fats Domino,I'm Ready,Million Sellers,Imperial,,live,y,
13654332,Kendra K,,,12-30-2014 @ 23:07:00,Sir Douglas Quintet,Wasted Days and Wasted Nights,The Best of the Sir Douglas Quintet,Takoma,,live,y,
13654324,Kendra K,,,12-30-2014 @ 23:02:00,Gil Scott Heron,Home is Where The Hatred Is,Pieces of Man,Flying Dutchman,,live,y,
13654285,Kendra K,,,12-30-2014 @ 22:55:00,Apache,Wayz of a Murderahh,Apache ain't Shit,Tommy Boy,,live,y,
13654273,Kendra K,Feature,,12-30-2014 @ 22:52:00,Cooly G,The 3 of Us,Wait Til Night,Hyperdub,,live,y,
13654249,Kendra K,,,12-30-2014 @ 22:46:00,Mazarati,Players Ball,S/R,Paisley Park,,live,y,
13654221,Kendra K,,,12-30-2014 @ 22:36:00,Scorpions,Speedy's Coming,Fly to the Rainbow,RCA,,live,y,
13654205,Kendra K,,,12-30-2014 @ 22:34:00,Thin Lizzy,Ballad of a Hard Man,Fighting,Vertigo,,live,y,
13654194,Kendra K,,,12-30-2014 @ 22:31:00,Carlos Palacios,Wylde,S/T,S/R,,live,y,
13654176,Kendra K,,,12-30-2014 @ 22:28:00,Time Flys,Jailbait,Fly,Birdman,,live,y,
13654175,Kendra K,Compilation,,12-30-2014 @ 22:20:00,Bumblescrump,Whiteout,Stars Kill Rock,Kill Rockstars,,live,y,
13654136,Kendra K,,,12-30-2014 @ 22:18:00,Cock Sparrer,Riot Squad,Shock Troops,Razor Records,,live,y,
13654126,Kendra K,,,12-30-2014 @ 22:14:00,Chrome,March of the Chrome Police,Half Machine Lip Moves,Touch &amp; Go,,live,y,
13654125,Kendra K,,,12-30-2014 @ 22:12:00,Scruffs,You're No Fun,Wanna Meet The Scruffs?,Rev-ola,,live,y,y
13654105,Kendra K,,,12-30-2014 @ 22:09:00,Apache,Boyz Life,Boom Town Gems,Birdman,,live,y,
13654076,Kendra K,Feature,,12-30-2014 @ 22:06:00,Cocktails,Tough Love,Adult Life,Father Daughter,,live,y,
13654064,Kendra K,,,12-30-2014 @ 22:03:00,NRBQ,Me and the Boys,Tiddlywinks,Rounder Records,,live,y,
13654036,Kendra K,,,12-30-2014 @ 21:56:00,Slick!,You Don't Like Me Because I Rock and Roll More Than You,Demo,S/R,,live,y,
13654024,Kendra K,Feature,,12-30-2014 @ 21:53:00,Cozy,Denim Dream,Button by Button,Hozac,,live,y,
13654014,Kendra K,,,12-30-2014 @ 21:50:00,Flamin Groovies,Evil Hearted Ada,Still Shakin,Buddah,,live,y,
13653998,Kendra K,,,12-30-2014 @ 21:46:00,Doors,Changeling,L.A. Woman,Elektra,,live,y,
13653977,Kendra K,,,12-30-2014 @ 21:36:00,Die Sterne,Universal Tellerwascher,Stelle die Verbindung,L'age D'or,,live,y,y
13653946,Kendra K,Feature Compilation,,12-30-2014 @ 21:33:00,Dieter Bier und die Puhdys,Zeiten und Weiten,Glam-o-rama Vol. 2,Kiss Kiss,,live,y,
13653934,Kendra K,,,12-30-2014 @ 21:30:00,Time Flys,Romance + Violence,The Rebels of Babylon,Birdman,,live,y,
13653920,Kendra K,,,12-30-2014 @ 21:28:00,Apache,Jam Pusher,Radical Sabbatical,Burger,,live,y,
13653885,Kendra K,Compilation,,12-30-2014 @ 21:18:00,Patrick Pulsinger,Learning to Hearing,.Morse,Sabotage,,live,y,
13653881,Kendra K,,,12-30-2014 @ 21:12:00,Neu,Spitzenqualitaet,Neu 2,United Artists,,live,y,
13653821,Kendra K,Feature,,12-30-2014 @ 21:03:00,Scott Walker + Sunn O))),Lullaby,Brando,4AD,,live,y,
13643250,Kendra K,Feature Single,,12-29-2014 @ 08:56:00,Dead Waves,Oracles of the Grave,Oracles of the Grave,S/R,,live,y,
13643239,Kendra K,Single,,12-29-2014 @ 08:52:00,This Is My Fist,Letter From Occupationland,I Don't Want to Startle You But They Are Going To Kill Most of Us,Left Off The Dial,,live,y,
13643228,Kendra K,Feature Single,,12-29-2014 @ 08:50:00,Electric Eels,Jaguar Ride,Jaguar Ride,Hozac,,live,y,
13643220,Kendra K,,,12-29-2014 @ 08:48:00,Today's Hits,I Wanna,Sex Boys,Randy,,live,y,
13643212,Kendra K,Single,,12-29-2014 @ 08:45:00,Rats,Rats Revenge (Pt. 1),Rats Revenge,Norton,,live,y,
13643183,Kendra K,Single,,12-29-2014 @ 08:42:00,The Bats,Money (Gib mir Liebe),Shake Shake, Slop Slop,Polydor,,live,y,
13643126,Kendra K,Feature Single,,12-29-2014 @ 08:37:00,Games,About Me,Little Elise,Hozac,,live,y,
13643115,Kendra K,Single,,12-29-2014 @ 08:32:00,Box Tops,People Gonna Talk,I Met Her In Church,Mala,,live,y,
13643085,Kendra K,Single,,12-29-2014 @ 08:29:00,Glo Worm,Beyond the Sea,Wishing Well,Slumberland,,live,y,
13643037,Kendra K,Feature Single,,12-29-2014 @ 08:26:00,Michael O,Speedy's Coming,Face The Facts,Fruits &amp; Flowers,,live,y,
13643022,Kendra K,,,12-29-2014 @ 08:23:00,Judy Mowatt,Lets Dance,Lets Dance,Ashandan,,live,y,
13642983,Kendra K,Single,,12-29-2014 @ 08:14:00,Afrika Bambaataa,Planet Rock,Planet Rock,Tommy Boy,,live,y,
13642971,Kendra K,Single,,12-29-2014 @ 08:11:00,St. Christopher,Say Yes To Everything,Say Yes To Everything,Sarah,,live,y,
13642949,Kendra K,Single,,12-29-2014 @ 08:06:00,Beat Happening,Sea Hunt,Sea Hunt,Bi-Joopiter,,live,y,
13642943,Kendra K,Single,,12-29-2014 @ 08:04:00,Foibels,Trophies for Chipmunks,Two Penny Nails,Cool Beans,,live,y,
13642937,Kendra K,Feature Single,,12-29-2014 @ 08:01:00,Piano Movers,Downtown 2Day,Girlfriends Lover,Fruits+Flowers,,live,y,
13642912,Kendra K,Single,,12-29-2014 @ 07:57:00,Herman's Hermits,Dandy,Dandy,Columbia,,live,y,
13642905,Kendra K,,,12-29-2014 @ 07:55:00,Rocking Berries,He's In Town,He's In Town,Picadilly,,live,y,
13642899,Kendra K,Single,,12-29-2014 @ 07:53:00,Trashmen,Well, All Right,Well, All Right/That's What They Say,Get Hip,,live,y,
13642893,Kendra K,,,12-29-2014 @ 07:51:00,Hi-Fives,Hypnotizer,Hi-Fives/Odd Numbers,GI Records,,live,y,
13642881,Kendra K,Single,,12-29-2014 @ 07:48:00,The Rainbows,Ju Ju Hand,Ju Ju Hand,CBS,,live,y,
13642880,Kendra K,Single,,12-29-2014 @ 07:43:00,Sam and Dave,This Is Your World,This Is Your World,Atlantic,,live,y,
13642842,Kendra K,Single,,12-29-2014 @ 07:38:00,Thompson Twins,You Take Me Up,You Take Me Up,Arista,,live,y,
13642815,Kendra K,Single,,12-29-2014 @ 07:35:00,Simon &quot;Mac&quot; Nette,Up Yer Kilt,Up Yer Kilt,Waverly,,live,y,
13642789,Kendra K,Single,,12-29-2014 @ 07:29:00,Psychopaths,See The Girl,See The Girl,David Lloyd Co.,,live,y,
13642760,Kendra K,Single,,12-29-2014 @ 07:26:00,Neil Diamond,Done Too Soon,I Am... I Said,Uni,,live,y,
13642746,Kendra K,Feature Single,,12-29-2014 @ 07:22:00,Modest Mouse,Lampshades on Fire,Lampshades on Fire,Epic,,live,y,
13642735,Kendra K,Single,,12-29-2014 @ 07:19:00,Secadora,Out of the Valley,One Minute Automobile,Little Echoes,,live,y,
13642712,Kendra K,Single,,12-29-2014 @ 07:15:00,Buzz Hungry,The Envictor,The Envictor,Sol Records,,live,y,
13642692,Kendra K,Feature Single,,12-29-2014 @ 07:10:00,Male Gaze,Think Twice,Cliffs of Madness,Mt. St. Mtn.,,live,y,
13642681,Kendra K,Single,,12-29-2014 @ 07:05:00,Gap Dream,Peter's Brother,Chill Spot,Burger,,live,y,
13642666,Kendra K,Single,,12-29-2014 @ 07:02:00,Original Mirrors,Night of the Angels,Could This Be Heaven,Mercury,,live,y,
13642633,Kendra K,,,12-29-2014 @ 06:56:00,Timothy,Easy, Easy, Easy,K.C. Stomp,Shawn,,live,y,
13642621,Kendra K,,,12-29-2014 @ 06:52:00,Joe Higgs,Talk to That Man,Talk To That Man,Solomonic,,live,y,
13642616,Kendra K,Feature Single,,12-29-2014 @ 06:49:00,Mary Monday &amp; The Bitches,Popgun,I Gave My Punk Jacket to Rickie,Hozac,,live,y,
13642606,Kendra K,Single,,12-29-2014 @ 06:47:00,Applejacks,The Bunny Hop,The Bunny Hop,Cameo,,live,y,
13642586,Kendra K,Single,,12-29-2014 @ 06:43:00,Bizarros,Without Reason,Without Reason,Gorilla Records,,live,y,
13642567,Kendra K,Single,,12-29-2014 @ 06:37:00,Decal,Out of Your Hands,Molotov Cocktails,Go Zombie!,,live,y,
13642566,Kendra K,Feature Single,,12-29-2014 @ 06:33:00,Friends of Cesar Romero,Teisco Telstar Stomp,The Hold,Snappy Little Numbers,,live,y,
13642556,Kendra K,Single,,12-29-2014 @ 06:32:00,Jumprope,Sarah Wishes,The Pensive E.P.,Motor Way,,live,y,
